Wavelength,Excitation,Emission
300,44.69572021,0
301,39.66533422,0
302,34.39182149,0
303,29.5014831,0
304,24.88712084,0
305,21.09347868,0
306,17.97855246,0
307,15.46274161,0
308,13.39714258,0
309,11.92561309,0
310,10.50660144,0
311,9.201893345,0
312,8.507730972,0
313,7.738498969,0
314,7.094897896,0
315,6.611939651,0
316,6.179542706,0
317,5.668780894,0
318,5.254713708,0
319,4.917054841,0
320,4.532850744,0
321,4.315571022,0
322,4.012821077,0
323,3.854340749,0
324,3.878025268,0
325,3.862475866,0
326,3.622644363,0
327,3.86453539,0
328,3.796674093,0
329,3.680311019,0
330,3.725517558,0
331,3.745083031,0
332,3.678251495,0
333,3.718412202,0
334,3.728606843,0
335,3.722428273,0
336,3.734785414,0
337,3.743023507,0
338,3.764751479,0
339,3.829523491,0
340,3.871846698,0
341,4.022088933,0
342,4.139584744,0
343,4.283648409,0
344,4.378386487,0
345,4.560757287,0
346,4.683195955,0
347,4.828392357,0
348,4.932501267,0
349,5.034447676,0
350,5.101382188,0
351,5.228042879,0
352,5.309394055,0
353,5.40825118,0
354,5.501959496,0
355,5.602773168,0
356,5.737774929,0
357,5.898314781,0
358,6.046703444,0
359,6.156887948,0
360,6.356558745,0
361,6.554272995,0
362,6.70152892,0
363,6.870512818,0
364,7.018695529,0
365,7.135058603,0
366,7.246272868,0
367,7.338951423,0
368,7.398677602,0
369,7.463655567,0
370,7.504846035,0
371,7.54696329,0
372,7.61286804,0
373,7.631506727,0
374,7.598554352,0
375,7.688040645,0
376,7.672697195,0
377,7.677846004,0
378,7.779689438,0
379,7.880606086,0
380,7.936213219,0
381,8.123629851,0
382,8.228665546,0
383,8.379010757,0
384,8.530385729,0
385,8.635421425,0
386,8.677744631,0
387,8.608750596,0
388,8.516998827,0
389,8.350177429,0
390,8.12877866,0
391,7.862070375,0
392,7.592375781,0
393,7.274076435,0
394,6.939403877,0
395,6.568792635,0
396,6.205183772,0
397,5.840648125,0
398,5.500929734,0
399,5.188808958,0
400,4.895326869,0
401,4.618423943,0
402,4.463856709,0
403,4.294975788,0
404,4.271291268,0
405,4.254918057,0
406,4.317630545,0
407,4.414428147,0
408,4.550356693,0
409,5.286739297,0
410,4.853209614,0
411,4.965350665,0
412,5.108487544,0
413,5.186852411,0
414,5.247505376,0
415,5.233191688,0
416,5.198179789,0
417,5.100352426,0
418,4.958245309,0
419,4.785142365,0
420,4.626662037,0
421,4.412471599,0
422,4.131346651,0
423,3.937648472,0
424,3.679178281,0
425,3.498043195,0
426,3.289928352,0
427,3.124136715,0
428,2.939912344,0
429,2.784315349,0
430,2.706053458,0
431,2.619553474,0
432,2.489906474,0
433,2.436255888,0
434,2.375499947,0
435,2.380648756,0
436,2.274686275,0
437,2.248942232,0
438,2.173769627,0
439,2.162339272,0
440,2.098494045,0
441,2.050095245,0
442,2.033722033,0
443,2.004888705,0
444,1.968744069,0
445,1.941043479,0
446,1.893571464,0
447,1.851454209,0
448,1.808101241,0
449,1.749507799,0
450,1.718511972,0
451,1.703168522,0
452,1.635101273,0
453,1.591851281,0
454,1.530168554,0
455,1.509573319,0
456,1.467250113,0
457,1.448817378,0
458,1.412775718,0
459,1.376631082,0
460,1.340589422,0
461,1.341722159,0
462,1.299501929,0
463,1.289204312,0
464,1.268609078,0
465,1.253162652,0
466,1.209809684,0
467,1.198482305,0
468,1.159351359,0
469,1.13782934,0
470,1.108996011,0
471,1.076043636,0
472,1.046077571,0
473,1.051329355,0
474,1.030734121,0
475,1.016317457,0
476,1.00601984,0
477,1.001900793,0
478,0.978216273,0
479,0.95247223,0
480,0.941041875,0
481,0.938055566,0
482,0.910252,0
483,0.893672836,0
484,0.894702598,0
485,0.884404981,0
486,0.872150817,0
487,0.875240102,0
488,0.883375219,0
489,0.892746051,0
490,0.907162715,0
491,0.934966281,0
492,0.945263898,0
493,0.966888894,0
494,0.995722223,0
495,1.021363289,0
496,1.028571621,0
497,1.052359117,0
498,1.086238277,0
499,1.119293629,0
500,1.126501961,0
501,1.151216242,0
502,1.199512066,0
503,1.23143468,0
504,1.285085265,0
505,1.332454304,0
506,1.381882866,0
507,1.438519761,0
508,1.494126894,0
509,1.531095339,0
510,1.606267945,0
511,1.667023886,0
512,1.765881011,0
513,1.830858975,0
514,1.912210151,0
515,2.030632748,0
516,2.148952369,0
517,2.280864845,0
518,2.406392799,0
519,2.559930271,0
520,2.710275481,0
521,2.893573067,0
522,3.059364703,0
523,3.259138476,0
524,3.463958082,0
525,3.641077097,0
526,3.883174077,0
527,4.067501424,0
528,4.288797217,0
529,4.525745388,0
530,4.750130466,0
531,4.959172095,0
532,5.193030981,0
533,5.425757129,0
534,5.628620187,0
535,5.850018956,0
536,6.036405827,0
537,6.224749245,0
538,6.398778975,0
539,6.566630135,0
540,6.694320588,0
541,6.84569556,0
542,6.958042564,0
543,7.070286591,0
544,7.221558587,0
545,7.339981185,0
546,7.491356157,0
547,7.645820415,0
548,7.8312805,0
549,7.99913166,0
550,8.237006616,0
551,8.50670121,0
552,8.780617827,0
553,9.140004666,0
554,9.511748646,0
555,9.936010473,0
556,10.40558182,0
557,10.94219065,0
558,11.53420066,0
559,12.18501006,0
560,12.88421827,0
561,13.64325563,0
562,14.46181322,0
563,15.32897556,0
564,16.28449146,0
565,17.25143771,0
566,18.31322502,0
567,19.35946292,0
568,20.49940914,0
569,21.6249387,0
570,22.85128193,0
571,24.02418052,0
572,25.25371601,0
573,26.41333068,0
574,27.58211023,0
575,28.72195348,0
576,29.87127053,0
577,30.91843522,0
578,31.93995884,0
579,32.86674439,0
580,33.70702995,0
581,34.42075779,0
582,35.03037673,0
583,35.49788855,0
584,35.85521587,0
585,35.98908489,0
586,36.02090453,0
587,35.8386367,0
588,35.52363259,0
589,35.0581803,0
590,34.50509528,0
591,33.82030374,0
592,33.06662114,0
593,32.2880183,0
594,31.52609761,0
595,30.79692334,0
596,30.15744131,0
597,29.61588962,0
598,29.22138791,0
599,28.97527486,0
600,28.91359213,0
601,28.99792962,0
602,29.29769325,0
603,29.75480448,0
604,30.40262757,0
605,31.25825658,2.743121043
606,32.31901413,1.79976809
607,33.60415675,1.92149243
608,35.06435887,2.091037556
609,36.76748177,2.325782483
610,38.64782667,2.71269352
611,40.75780842,3.256101174
612,43.0449092,3.864708631
613,45.52869446,4.351605992
614,48.25766598,5.055855019
615,51.07715357,5.894876894
616,54.13853217,6.799112815
617,57.31236076,8.003307711
618,60.70944169,9.150978068
619,64.11383393,10.28995892
620,67.71398386,12.3549137
621,71.21816001,13.91123311
622,74.81830995,15.88484835
623,78.335873,17.97161237
624,81.84231462,21.02775514
625,85.20232413,23.70996416
626,88.32971046,26.76610693
627,91.18626946,30.38735263
628,93.73389995,34.24763104
629,95.96230431,37.74722363
630,97.72741887,42.44226463
631,98.93728591,46.59827122
632,99.80949408,50.4847606
633,100,55.62752494
634,99.64380542,59.75746301
635,98.68612703,65.34367717
636,97.18679397,69.43002524
637,95.1200622,74.12506624
638,92.49828887,78.52452151
639,89.38428944,83.62383831
640,85.84190913,86.54949601
641,82.04610446,90.18826318
642,77.8570338,93.28343751
643,73.49712567,95.41364908
644,68.88471996,97.97420498
645,64.30639937,98.99572077
646,59.56640618,99.95655246
647,54.94689512,99.9695155
648,50.44693939,100
649,46.11359911,99.61310321
650,41.99455225,97.89158343
651,37.99609047,97.06123682
652,34.33312507,95.01806278
653,30.81865131,92.53143893
654,27.60064594,89.71874484
655,24.57304352,86.97998279
656,21.88134937,83.48907971
657,19.34288376,80.21128326
658,17.10830083,76.67693263
659,15.07462442,73.49913675
660,13.27048189,70.42119898
661,11.65478575,67.60423136
662,10.20076221,63.52643035
663,8.978332076,60.23125488
664,7.853935258,56.81001031
665,6.829219373,54.14945384
666,5.95402489,51.00200001
667,5.21053693,48.08930535
668,4.514418009,45.44185437
669,3.925291331,42.83785093
670,3.409380711,40.25564248
671,2.961434364,37.86460322
672,2.594942169,35.78667115
673,2.249869018,34.01301432
674,1.966787522,31.88280275
675,1.721704233,30.20473051
676,1.526049507,28.57893777
677,1.325245972,26.75300144
678,1.145964457,25.15327723
679,1.014154957,24.22720357
680,0.907162715,22.68403239
681,0.789769879,21.86664881
682,0.684734184,20.84940655
683,0.582684798,19.57133659
684,0.507615169,18.79754301
685,0.440577681,18.14540254
686,0.384970548,17.2065083
687,0.357166982,16.31091915
688,0.2840539,15.7284372
689,0.257280095,15.08057026
690,0.216192603,14.39808774
691,0.185196775,13.94166064
692,0.150287853,13.46781178
693,0.139990236,13.14611479
694,0.119292025,12.70269346
695,0.089428935,12.36360321
696,0.060698584,12.12884404
697,0.05029799,11.92018188
698,0.042059896,11.76368526
699,0.040000373,11.46807104
700,0.006018236,11.40720175
701,0,11.07681525
702,0,10.78120103
703,0,10.75511826
704,0,10.65078718
705,0,10.53775235
706,0,10.39863475
707,0,10.14649656
708,0,9.968261927
709,0,9.90740688
710,0,9.859586095
711,0,9.798716802
712,0,9.577006137
713,0,9.442247534
714,0,9.41182001
715,0,9.059681252
716,0,8.707556738
717,0,8.37717024
