Wavelength,Excitation,Emission
300,11.09758,0
301,9.726472,0
302,8.870203,0
303,8.246692,0
304,8.076364,0
305,6.781555,0
306,5.711027,0
307,5.726441,0
308,5.333375,0
309,4.308319,0
310,4.523349,0
311,4.38539,0
312,3.961495,0
313,3.845116,0
314,3.798873,0
315,3.6455,0
316,4.184233,0
317,3.806581,0
318,3.374978,0
319,3.221605,0
320,2.928732,0
321,2.404643,0
322,2.697516,0
323,2.342985,0
324,2.188071,0
325,2.565723,0
326,2.943375,0
327,2.250499,0
328,3.136055,0
329,3.197713,0
330,2.643566,0
331,2.90561,0
332,2.843182,0
333,2.558016,0
334,2.257436,0
335,2.828538,0
336,2.072463,0
337,1.902905,0
338,1.741054,0
339,1.594617,0
340,1.541438,0
341,1.402708,0
342,1.240857,0
343,1.510609,0
344,1.294037,0
345,1.1792,0
346,1.247794,0
347,1.487487,0
348,1.101357,0
349,1.247794,0
350,1.42583,0
351,1.402708,0
352,1.156078,0
353,1.301744,0
354,1.139893,0
355,1.263979,0
356,1.001935,0
357,1.078236,0
358,0.7321829,0
359,1.109835,0
360,0.5926828,0
361,0.7707189,0
362,0.84702,0
363,0.7159978,0
364,0.4624313,0
365,0.6859398,0
366,0.5233181,0
367,0.5156109,0
368,0.3545307,0
369,0.2774588,0
370,0.054,0
371,0.2543372,0
372,0.1695582,0
373,0.3159947,0
374,0.1842018,0
375,0.0146,0
376,0.4693678,0
377,0.4547241,0
378,0.00694,0
379,0.6928762,0
380,0.5464396,0
381,0.531796,0
382,0.5626248,0
383,1.764175,0
384,0.9857494,0
385,0.4624313,0
386,0.4624313,0
387,0.4924893,0
388,0.4154174,0
389,0.5857463,0
390,0.4924893,0
391,0.5387325,0
392,0.4462462,0
393,0.4855529,0
394,0.2458593,0
395,0.5387325,0
396,0.4231246,0
397,0.4385391,0
398,0.4385391,0
399,0.5387325,0
400,0.2689809,0
401,0.4624313,0
402,0.2928732,0
403,0.4385391,0
404,0.3545307,0
405,0.3776522,0
406,0.2158013,0
407,0.3545307,0
408,0.3159947,0
409,0.4462462,0
410,0.3614671,0
411,0.5086744,0
412,0.4154174,0
413,0.5009673,0
414,0.5156109,0
415,0.4385391,0
416,0.4547241,0
417,0.655111,0
418,0.6088679,0
419,0.5926828,0
420,0.5857463,0
421,0.5464396,0
422,0.6782326,0
423,0.6928762,0
424,0.5926828,0
425,0.655111,0
426,0.9163847,0
427,0.9479842,0
428,0.7622409,0
429,0.7553045,0
430,0.8316056,0
431,1.070529,0
432,0.7622409,0
433,0.9325698,0
434,0.8238984,0
435,0.8863267,0
436,0.8778488,0
437,0.9857494,0
438,1.008871,0
439,1.156078,0
440,1.055114,0
441,1.063592,0
442,1.116772,0
443,1.202321,0
444,1.148371,0
445,1.418123,0
446,1.42583,0
447,1.64086,0
448,1.842018,0
449,1.818897,0
450,1.856662,0
451,2.13412,0
452,2.072463,0
453,2.289035,0
454,2.289035,0
455,2.611966,0
